Entity,Code,Date,Daily confirmed cases (7-day average),Days since confirmed cases first reached 30 per day
Afghanistan,AFG,"Jan 2, 2020",0,-98
Afghanistan,AFG,"Jan 3, 2020",0,-97
Afghanistan,AFG,"Jan 4, 2020",0,-96
Afghanistan,AFG,"Jan 5, 2020",0,-95
Afghanistan,AFG,"Jan 6, 2020",0,-94
Afghanistan,AFG,"Jan 7, 2020",0,-93
Afghanistan,AFG,"Jan 8, 2020",0,-92
Afghanistan,AFG,"Jan 9, 2020",0,-91
Afghanistan,AFG,"Jan 10, 2020",0,-90
Afghanistan,AFG,"Jan 11, 2020",0,-89
Afghanistan,AFG,"Jan 12, 2020",0,-88
Afghanistan,AFG,"Jan 13, 2020",0,-87
Afghanistan,AFG,"Jan 14, 2020",0,-86
Afghanistan,AFG,"Jan 15, 2020",0,-85
Afghanistan,AFG,"Jan 16, 2020",0,-84
Afghanistan,AFG,"Jan 17, 2020",0,-83
Afghanistan,AFG,"Jan 18, 2020",0,-82
Afghanistan,AFG,"Jan 19, 2020",0,-81
Afghanistan,AFG,"Jan 20, 2020",0,-80
Afghanistan,AFG,"Jan 21, 2020",0,-79
Afghanistan,AFG,"Jan 22, 2020",0,-78
Afghanistan,AFG,"Jan 23, 2020",0,-77
Afghanistan,AFG,"Jan 24, 2020",0,-76
Afghanistan,AFG,"Jan 25, 2020",0,-75
Afghanistan,AFG,"Jan 26, 2020",0,-74
Afghanistan,AFG,"Jan 27, 2020",0,-73
Afghanistan,AFG,"Jan 28, 2020",0,-72
Afghanistan,AFG,"Jan 29, 2020",0,-71
Afghanistan,AFG,"Jan 30, 2020",0,-70
Afghanistan,AFG,"Jan 31, 2020",0,-69
Afghanistan,AFG,"Feb 1, 2020",0,-68
Afghanistan,AFG,"Feb 2, 2020",0,-67
Afghanistan,AFG,"Feb 3, 2020",0,-66
Afghanistan,AFG,"Feb 4, 2020",0,-65
Afghanistan,AFG,"Feb 5, 2020",0,-64
Afghanistan,AFG,"Feb 6, 2020",0,-63
Afghanistan,AFG,"Feb 7, 2020",0,-62
Afghanistan,AFG,"Feb 8, 2020",0,-61
Afghanistan,AFG,"Feb 9, 2020",0,-60
Afghanistan,AFG,"Feb 10, 2020",0,-59
Afghanistan,AFG,"Feb 11, 2020",0,-58
Afghanistan,AFG,"Feb 12, 2020",0,-57
Afghanistan,AFG,"Feb 13, 2020",0,-56
Afghanistan,AFG,"Feb 14, 2020",0,-55
Afghanistan,AFG,"Feb 15, 2020",0,-54
Afghanistan,AFG,"Feb 16, 2020",0,-53
Afghanistan,AFG,"Feb 17, 2020",0,-52
Afghanistan,AFG,"Feb 18, 2020",0,-51
Afghanistan,AFG,"Feb 19, 2020",0,-50
Afghanistan,AFG,"Feb 20, 2020",0,-49
Afghanistan,AFG,"Feb 21, 2020",0,-48
Afghanistan,AFG,"Feb 22, 2020",0,-47
Afghanistan,AFG,"Feb 23, 2020",0,-46
Afghanistan,AFG,"Feb 24, 2020",0,-45
Afghanistan,AFG,"Feb 25, 2020",0.14286,-44
Afghanistan,AFG,"Feb 26, 2020",0.14286,-43
Afghanistan,AFG,"Feb 27, 2020",0.14286,-42
Afghanistan,AFG,"Feb 28, 2020",0.14286,-41
Afghanistan,AFG,"Feb 29, 2020",0.14286,-40
Afghanistan,AFG,"Mar 1, 2020",0.14286,-39
Afghanistan,AFG,"Mar 2, 2020",0.14286,-38
Afghanistan,AFG,"Mar 3, 2020",0,-37
Afghanistan,AFG,"Mar 4, 2020",0,-36
Afghanistan,AFG,"Mar 5, 2020",0,-35
Afghanistan,AFG,"Mar 6, 2020",0,-34
Afghanistan,AFG,"Mar 7, 2020",,-33
Afghanistan,AFG,"Mar 8, 2020",,-32
Afghanistan,AFG,"Mar 9, 2020",,-31
Afghanistan,AFG,"Mar 10, 2020",,-30
Afghanistan,AFG,"Mar 11, 2020",,-29
Afghanistan,AFG,"Mar 12, 2020",,-28
Afghanistan,AFG,"Mar 13, 2020",,-27
Afghanistan,AFG,"Mar 14, 2020",,-26
Afghanistan,AFG,"Mar 15, 2020",,-25
Afghanistan,AFG,"Mar 16, 2020",4,-24
Afghanistan,AFG,"Mar 17, 2020",4.25,-23
Afghanistan,AFG,"Mar 18, 2020",3.75,-22
Afghanistan,AFG,"Mar 19, 2020",3,-21
Afghanistan,AFG,"Mar 20, 2020",2.5,-20
Afghanistan,AFG,"Mar 21, 2020",2.42857,-19
Afghanistan,AFG,"Mar 22, 2020",2,-18
Afghanistan,AFG,"Mar 23, 2020",2.57143,-17
Afghanistan,AFG,"Mar 24, 2020",2.71429,-16
Afghanistan,AFG,"Mar 25, 2020",2.85714,-15
Afghanistan,AFG,"Mar 26, 2020",7.57143,-14
Afghanistan,AFG,"Mar 27, 2020",7.57143,-13
Afghanistan,AFG,"Mar 28, 2020",9.57143,-12
Afghanistan,AFG,"Mar 29, 2020",11.71429,-11
Afghanistan,AFG,"Mar 30, 2020",11.42857,-10
Afghanistan,AFG,"Mar 31, 2020",14.42857,-9
Afghanistan,AFG,"Apr 1, 2020",17.71429,-8
Afghanistan,AFG,"Apr 2, 2020",16.71429,-7
Afghanistan,AFG,"Apr 3, 2020",22.85714,-6
Afghanistan,AFG,"Apr 4, 2020",20.57143,-5
Afghanistan,AFG,"Apr 5, 2020",23.42857,-4
Afghanistan,AFG,"Apr 6, 2020",26.42857,-3
Afghanistan,AFG,"Apr 7, 2020",28,-2
Afghanistan,AFG,"Apr 8, 2020",28.71429,-1
Afghanistan,AFG,"Apr 9, 2020",33,0
Afghanistan,AFG,"Apr 10, 2020",35.57143,1
Afghanistan,AFG,"Apr 11, 2020",40.85714,2
Afghanistan,AFG,"Apr 12, 2020",40.71429,3
Afghanistan,AFG,"Apr 13, 2020",44,4
Afghanistan,AFG,"Apr 14, 2020",46.85714,5
Afghanistan,AFG,"Apr 15, 2020",49.57143,6
Afghanistan,AFG,"Apr 16, 2020",51.57143,7
Afghanistan,AFG,"Apr 17, 2020",44.28571,8
Afghanistan,AFG,"Apr 18, 2020",46.28571,9
Afghanistan,AFG,"Apr 19, 2020",50.42857,10
Afghanistan,AFG,"Apr 20, 2020",55.57143,11
Afghanistan,AFG,"Apr 21, 2020",52.28571,12
Afghanistan,AFG,"Apr 22, 2020",54,13
Afghanistan,AFG,"Apr 23, 2020",56,14
Afghanistan,AFG,"Apr 24, 2020",69.57143,15
Afghanistan,AFG,"Apr 25, 2020",72.28571,16
Afghanistan,AFG,"Apr 26, 2020",79.28571,17
Afghanistan,AFG,"Apr 27, 2020",76.42857,18
Afghanistan,AFG,"Apr 28, 2020",96,19
Afghanistan,AFG,"Apr 29, 2020",105,20
Afghanistan,AFG,"Apr 30, 2020",110.42857,21
Afghanistan,AFG,"May 1, 2020",127.14286,22
Afghanistan,AFG,"May 2, 2020",140.57143,23
Afghanistan,AFG,"May 3, 2020",143.71429,24
Afghanistan,AFG,"May 4, 2020",167.57143,25
Afghanistan,AFG,"May 5, 2020",170.14286,26
Afghanistan,AFG,"May 6, 2020",199.57143,27
Afghanistan,AFG,"May 7, 2020",206.14286,28
Afghanistan,AFG,"May 8, 2020",198.85714,29
Afghanistan,AFG,"May 9, 2020",206.14286,30
Afghanistan,AFG,"May 10, 2020",223.42857,31
Afghanistan,AFG,"May 11, 2020",242.57143,32
Afghanistan,AFG,"May 12, 2020",256.14286,33
Afghanistan,AFG,"May 13, 2020",249,34
Afghanistan,AFG,"May 14, 2020",262,35
Afghanistan,AFG,"May 15, 2020",253.71429,36
Afghanistan,AFG,"May 16, 2020",374.85714,37
Afghanistan,AFG,"May 17, 2020",338.42857,38
Afghanistan,AFG,"May 18, 2020",323.14286,39
Afghanistan,AFG,"May 19, 2020",340.71429,40
Afghanistan,AFG,"May 20, 2020",383.71429,41
Afghanistan,AFG,"May 21, 2020",417,42
Afghanistan,AFG,"May 22, 2020",476.71429,43
Afghanistan,AFG,"May 23, 2020",402,44
Afghanistan,AFG,"May 24, 2020",513.71429,45
Afghanistan,AFG,"May 25, 2020",559.71429,46
Afghanistan,AFG,"May 26, 2020",585.85714,47
Afghanistan,AFG,"May 27, 2020",596.85714,48
Afghanistan,AFG,"May 28, 2020",615.85714,49
Afghanistan,AFG,"May 29, 2020",622.85714,50
Afghanistan,AFG,"May 30, 2020",634.71429,51
Afghanistan,AFG,"May 31, 2020",646.71429,52
Afghanistan,AFG,"Jun 1, 2020",660.42857,53
Afghanistan,AFG,"Jun 2, 2020",653.85714,54
Afghanistan,AFG,"Jun 3, 2020",668.28571,55
Afghanistan,AFG,"Jun 4, 2020",687.28571,56
Afghanistan,AFG,"Jun 5, 2020",716.85714,57
Afghanistan,AFG,"Jun 6, 2020",758.57143,58
Afghanistan,AFG,"Jun 7, 2020",718,59
Afghanistan,AFG,"Jun 8, 2020",733.85714,60
Afghanistan,AFG,"Jun 9, 2020",738.14286,61
Afghanistan,AFG,"Jun 10, 2020",707.14286,62
Afghanistan,AFG,"Jun 11, 2020",696.57143,63
Afghanistan,AFG,"Jun 12, 2020",690.85714,64
Afghanistan,AFG,"Jun 13, 2020",653.85714,65
Afghanistan,AFG,"Jun 14, 2020",650.14286,66
Africa,,"Jan 2, 2020",0,-74
Africa,,"Jan 3, 2020",0,-73
Africa,,"Jan 4, 2020",0,-72
Africa,,"Jan 5, 2020",0,-71
Africa,,"Jan 6, 2020",0,-70
Africa,,"Jan 7, 2020",0,-69
Africa,,"Jan 8, 2020",0,-68
Africa,,"Jan 9, 2020",0,-67
Africa,,"Jan 10, 2020",0,-66
Africa,,"Jan 11, 2020",0,-65
Africa,,"Jan 12, 2020",0,-64
Africa,,"Jan 13, 2020",0,-63
Africa,,"Jan 14, 2020",0,-62
Africa,,"Jan 15, 2020",0,-61
Africa,,"Jan 16, 2020",0,-60
Africa,,"Jan 17, 2020",0,-59
Africa,,"Jan 18, 2020",0,-58
Africa,,"Jan 19, 2020",0,-57
Africa,,"Jan 20, 2020",0,-56
Africa,,"Jan 21, 2020",0,-55
Africa,,"Jan 22, 2020",0,-54
Africa,,"Jan 23, 2020",0,-53
Africa,,"Jan 24, 2020",0,-52
Africa,,"Jan 25, 2020",0,-51
Africa,,"Jan 26, 2020",0,-50
Africa,,"Jan 27, 2020",0,-49
Africa,,"Jan 28, 2020",0,-48
Africa,,"Jan 29, 2020",0,-47
Africa,,"Jan 30, 2020",0,-46
Africa,,"Jan 31, 2020",0,-45
Africa,,"Feb 1, 2020",0,-44
Africa,,"Feb 2, 2020",0,-43
Africa,,"Feb 3, 2020",0,-42
Africa,,"Feb 4, 2020",0,-41
Africa,,"Feb 5, 2020",0,-40
Africa,,"Feb 6, 2020",0,-39
Africa,,"Feb 7, 2020",0,-38
Africa,,"Feb 8, 2020",0,-37
Africa,,"Feb 9, 2020",0,-36
Africa,,"Feb 10, 2020",0,-35
Africa,,"Feb 11, 2020",0,-34
Africa,,"Feb 12, 2020",0,-33
Africa,,"Feb 13, 2020",0,-32
Africa,,"Feb 14, 2020",0,-31
Africa,,"Feb 15, 2020",0.14286,-30
Africa,,"Feb 16, 2020",0.14286,-29
Africa,,"Feb 17, 2020",0.14286,-28
Africa,,"Feb 18, 2020",0.14286,-27
Africa,,"Feb 19, 2020",0.14286,-26
Africa,,"Feb 20, 2020",0.14286,-25
Africa,,"Feb 21, 2020",0.14286,-24
Africa,,"Feb 22, 2020",0,-23
Africa,,"Feb 23, 2020",0,-22
Africa,,"Feb 24, 2020",0,-21
Africa,,"Feb 25, 2020",0,-20
Africa,,"Feb 26, 2020",0.14286,-19
Africa,,"Feb 27, 2020",0.14286,-18
Africa,,"Feb 28, 2020",0.28571,-17
Africa,,"Feb 29, 2020",0.28571,-16
Africa,,"Mar 1, 2020",0.57143,-15
Africa,,"Mar 2, 2020",0.71429,-14
Africa,,"Mar 3, 2020",1.14286,-13
Africa,,"Mar 4, 2020",1.28571,-12
Africa,,"Mar 5, 2020",2.57143,-11
Africa,,"Mar 6, 2020",3.71429,-10
Africa,,"Mar 7, 2020",5.71429,-9
Africa,,"Mar 8, 2020",5.57143,-8
Africa,,"Mar 9, 2020",11,-7
Africa,,"Mar 10, 2020",12.28571,-6
Africa,,"Mar 11, 2020",13.42857,-5
Africa,,"Mar 12, 2020",14,-4
Africa,,"Mar 13, 2020",18.57143,-3
Africa,,"Mar 14, 2020",22.71429,-2
Africa,,"Mar 15, 2020",27.85714,-1
Africa,,"Mar 16, 2020",34.42857,0
Africa,,"Mar 17, 2020",43.85714,1
Africa,,"Mar 18, 2020",55.57143,2
Africa,,"Mar 19, 2020",73.57143,3
Africa,,"Mar 20, 2020",83.57143,4
Africa,,"Mar 21, 2020",110.42857,5
Africa,,"Mar 22, 2020",133.85714,6
Africa,,"Mar 23, 2020",152.14286,7
Africa,,"Mar 24, 2020",190.85714,8
Africa,,"Mar 25, 2020",244.14286,9
Africa,,"Mar 26, 2020",293.85714,10
Africa,,"Mar 27, 2020",362,11
Africa,,"Mar 28, 2020",404.14286,12
Africa,,"Mar 29, 2020",421.14286,13
Africa,,"Mar 30, 2020",462.85714,14
Africa,,"Mar 31, 2020",485.57143,15
Africa,,"Apr 1, 2020",489,16
Africa,,"Apr 2, 2020",508.28571,17
Africa,,"Apr 3, 2020",515,18
Africa,,"Apr 4, 2020",529.14286,19
Africa,,"Apr 5, 2020",616.57143,20
Africa,,"Apr 6, 2020",649.42857,21
Africa,,"Apr 7, 2020",666.42857,22
Africa,,"Apr 8, 2020",699.71429,23
Africa,,"Apr 9, 2020",742.57143,24
Africa,,"Apr 10, 2020",771,25
Africa,,"Apr 11, 2020",777.71429,26
Africa,,"Apr 12, 2020",746.57143,27
Africa,,"Apr 13, 2020",763.85714,28
Africa,,"Apr 14, 2020",784.14286,29
Africa,,"Apr 15, 2020",822.42857,30
Africa,,"Apr 16, 2020",828.14286,31
Africa,,"Apr 17, 2020",864.14286,32
Africa,,"Apr 18, 2020",992.14286,33
Africa,,"Apr 19, 2020",1055.85714,34
Africa,,"Apr 20, 2020",1111.57143,35
Africa,,"Apr 21, 2020",1139.42857,36
Africa,,"Apr 22, 2020",1190.85714,37
Africa,,"Apr 23, 2020",1206.14286,38
Africa,,"Apr 24, 2020",1270.28571,39
Africa,,"Apr 25, 2020",1311.14286,40
Africa,,"Apr 26, 2020",1322.71429,41
Africa,,"Apr 27, 2020",1349.28571,42
Africa,,"Apr 28, 2020",1413.57143,43
Africa,,"Apr 29, 2020",1473.57143,44
Africa,,"Apr 30, 2020",1578.42857,45
Africa,,"May 1, 2020",1661.28571,46
Africa,,"May 2, 2020",1668.85714,47
Africa,,"May 3, 2020",1780,48
Africa,,"May 4, 2020",1812.42857,49
Africa,,"May 5, 2020",1994.28571,50
Africa,,"May 6, 2020",2039.42857,51
Africa,,"May 7, 2020",2134.57143,52
Africa,,"May 8, 2020",2179.42857,53
Africa,,"May 9, 2020",2439.85714,54
Africa,,"May 10, 2020",2551.57143,55
Africa,,"May 11, 2020",2708,56
Africa,,"May 12, 2020",2769.71429,57
Africa,,"May 13, 2020",2899.42857,58
Africa,,"May 14, 2020",2979.42857,59
Africa,,"May 15, 2020",3081.85714,60
Africa,,"May 16, 2020",2942.28571,61
Africa,,"May 17, 2020",2971.14286,62
Africa,,"May 18, 2020",3060.71429,63
Africa,,"May 19, 2020",3082.14286,64
Africa,,"May 20, 2020",3123,65
Africa,,"May 21, 2020",3207.42857,66
Africa,,"May 22, 2020",3453.71429,67
Africa,,"May 23, 2020",3611.42857,68
Africa,,"May 24, 2020",3816.57143,69
Africa,,"May 25, 2020",3870.42857,70
Africa,,"May 26, 2020",3954.14286,71
Africa,,"May 27, 2020",4045.14286,72
Africa,,"May 28, 2020",4221,73
Africa,,"May 29, 2020",4203.71429,74
Africa,,"May 30, 2020",4491,75
Africa,,"May 31, 2020",4781.57143,76
Africa,,"Jun 1, 2020",5012.42857,77
Africa,,"Jun 2, 2020",5245.85714,78
Africa,,"Jun 3, 2020",5395.57143,79
Africa,,"Jun 4, 2020",5377.57143,80
Africa,,"Jun 5, 2020",5791.71429,81
Africa,,"Jun 6, 2020",6008.57143,82
Africa,,"Jun 7, 2020",6000.71429,83
Africa,,"Jun 8, 2020",6086,84
Africa,,"Jun 9, 2020",6297.85714,85
Africa,,"Jun 10, 2020",6527.42857,86
Africa,,"Jun 11, 2020",6778.28571,87
Africa,,"Jun 12, 2020",6721,88
Africa,,"Jun 13, 2020",6897.42857,89
Africa,,"Jun 14, 2020",7128.71429,90
Albania,ALB,"Mar 9, 2020",,-97
Albania,ALB,"Mar 10, 2020",,-96
Albania,ALB,"Mar 11, 2020",3.33333,-95
Albania,ALB,"Mar 12, 2020",2.75,-94
Albania,ALB,"Mar 13, 2020",4.6,-93
Albania,ALB,"Mar 14, 2020",5.5,-92
Albania,ALB,"Mar 15, 2020",5.42857,-91
Albania,ALB,"Mar 16, 2020",5.71429,-90
Albania,ALB,"Mar 17, 2020",6.42857,-89
Albania,ALB,"Mar 18, 2020",6.42857,-88
Albania,ALB,"Mar 19, 2020",6.85714,-87
Albania,ALB,"Mar 20, 2020",6.71429,-86
Albania,ALB,"Mar 21, 2020",5.28571,-85
Albania,ALB,"Mar 22, 2020",5.42857,-84
Albania,ALB,"Mar 23, 2020",6.71429,-83
Albania,ALB,"Mar 24, 2020",7,-82
Albania,ALB,"Mar 25, 2020",9.71429,-81
Albania,ALB,"Mar 26, 2020",12.42857,-80
Albania,ALB,"Mar 27, 2020",14.85714,-79
Albania,ALB,"Mar 28, 2020",16.57143,-78
Albania,ALB,"Mar 29, 2020",17.28571,-77
Albania,ALB,"Mar 30, 2020",17.57143,-76
Albania,ALB,"Mar 31, 2020",17.57143,-75
Albania,ALB,"Apr 1, 2020",17.14286,-74
Albania,ALB,"Apr 2, 2020",16.14286,-73
Albania,ALB,"Apr 3, 2020",14.71429,-72
Albania,ALB,"Apr 4, 2020",16.85714,-71
Albania,ALB,"Apr 5, 2020",19.42857,-70
Albania,ALB,"Apr 6, 2020",21.28571,-69
Albania,ALB,"Apr 7, 2020",22,-68
Albania,ALB,"Apr 8, 2020",20,-67
Albania,ALB,"Apr 9, 2020",20.14286,-66
Albania,ALB,"Apr 10, 2020",18.85714,-65
Albania,ALB,"Apr 11, 2020",16,-64
Albania,ALB,"Apr 12, 2020",14.28571,-63
Albania,ALB,"Apr 13, 2020",12.14286,-62
Albania,ALB,"Apr 14, 2020",12.85714,-61
Albania,ALB,"Apr 15, 2020",13.14286,-60
Albania,ALB,"Apr 16, 2020",13.42857,-59
Albania,ALB,"Apr 17, 2020",15.57143,-58
Albania,ALB,"Apr 18, 2020",17.57143,-57
Albania,ALB,"Apr 19, 2020",16.42857,-56
Albania,ALB,"Apr 20, 2020",16.57143,-55
Albania,ALB,"Apr 21, 2020",16.71429,-54
Albania,ALB,"Apr 22, 2020",19.14286,-53
Albania,ALB,"Apr 23, 2020",20,-52
Albania,ALB,"Apr 24, 2020",20.71429,-51
Albania,ALB,"Apr 25, 2020",19.85714,-50
Albania,ALB,"Apr 26, 2020",23.42857,-49
Albania,ALB,"Apr 27, 2020",23.42857,-48
Albania,ALB,"Apr 28, 2020",21.71429,-47
Albania,ALB,"Apr 29, 2020",20.14286,-46
Albania,ALB,"Apr 30, 2020",18.85714,-45
Albania,ALB,"May 1, 2020",15.71429,-44
Albania,ALB,"May 2, 2020",14.85714,-43
Albania,ALB,"May 3, 2020",11,-42
Albania,ALB,"May 4, 2020",9.85714,-41
Albania,ALB,"May 5, 2020",9.57143,-40
Albania,ALB,"May 6, 2020",10,-39
Albania,ALB,"May 7, 2020",9.42857,-38
Albania,ALB,"May 8, 2020",9.85714,-37
Albania,ALB,"May 9, 2020",9.71429,-36
Albania,ALB,"May 10, 2020",9.57143,-35
Albania,ALB,"May 11, 2020",10.42857,-34
Albania,ALB,"May 12, 2020",9.85714,-33
Albania,ALB,"May 13, 2020",8,-32
Albania,ALB,"May 14, 2020",6.85714,-31
Albania,ALB,"May 15, 2020",8,-30
Albania,ALB,"May 16, 2020",9.42857,-29
Albania,ALB,"May 17, 2020",11,-28
Albania,ALB,"May 18, 2020",11.14286,-27
Albania,ALB,"May 19, 2020",10.85714,-26
Albania,ALB,"May 20, 2020",10.42857,-25
Albania,ALB,"May 21, 2020",12,-24
Albania,ALB,"May 22, 2020",10.14286,-23
Albania,ALB,"May 23, 2020",9.28571,-22
Albania,ALB,"May 24, 2020",8,-21
Albania,ALB,"May 25, 2020",7.42857,-20
Albania,ALB,"May 26, 2020",8,-19
Albania,ALB,"May 27, 2020",11.42857,-18
Albania,ALB,"May 28, 2020",12.28571,-17
Albania,ALB,"May 29, 2020",15.28571,-16
Albania,ALB,"May 30, 2020",16.85714,-15
Albania,ALB,"May 31, 2020",19,-14
Albania,ALB,"Jun 1, 2020",19.85714,-13
Albania,ALB,"Jun 2, 2020",19.85714,-12
Albania,ALB,"Jun 3, 2020",19.28571,-11
Albania,ALB,"Jun 4, 2020",19.14286,-10
Albania,ALB,"Jun 5, 2020",17.28571,-9
Albania,ALB,"Jun 6, 2020",16.14286,-8
Albania,ALB,"Jun 7, 2020",15.71429,-7
Albania,ALB,"Jun 8, 2020",15.57143,-6
Albania,ALB,"Jun 9, 2020",17.14286,-5
Albania,ALB,"Jun 10, 2020",19.28571,-4
Albania,ALB,"Jun 11, 2020",22.42857,-3
Albania,ALB,"Jun 12, 2020",26.85714,-2
Albania,ALB,"Jun 13, 2020",29.14286,-1
Albania,ALB,"Jun 14, 2020",33.14286,0
Algeria,DZA,"Jan 2, 2020",0,-84
Algeria,DZA,"Jan 3, 2020",0,-83
Algeria,DZA,"Jan 4, 2020",0,-82
Algeria,DZA,"Jan 5, 2020",0,-81
Algeria,DZA,"Jan 6, 2020",0,-80
Algeria,DZA,"Jan 7, 2020",0,-79
Algeria,DZA,"Jan 8, 2020",0,-78
Algeria,DZA,"Jan 9, 2020",0,-77
Algeria,DZA,"Jan 10, 2020",0,-76
Algeria,DZA,"Jan 11, 2020",0,-75
Algeria,DZA,"Jan 12, 2020",0,-74
Algeria,DZA,"Jan 13, 2020",0,-73
Algeria,DZA,"Jan 14, 2020",0,-72
Algeria,DZA,"Jan 15, 2020",0,-71
Algeria,DZA,"Jan 16, 2020",0,-70
Algeria,DZA,"Jan 17, 2020",0,-69
Algeria,DZA,"Jan 18, 2020",0,-68
Algeria,DZA,"Jan 19, 2020",0,-67
Algeria,DZA,"Jan 20, 2020",0,-66
Algeria,DZA,"Jan 21, 2020",0,-65
Algeria,DZA,"Jan 22, 2020",0,-64
Algeria,DZA,"Jan 23, 2020",0,-63
Algeria,DZA,"Jan 24, 2020",0,-62
Algeria,DZA,"Jan 25, 2020",0,-61
Algeria,DZA,"Jan 26, 2020",0,-60
Algeria,DZA,"Jan 27, 2020",0,-59
Algeria,DZA,"Jan 28, 2020",0,-58
Algeria,DZA,"Jan 29, 2020",0,-57
Algeria,DZA,"Jan 30, 2020",0,-56
Algeria,DZA,"Jan 31, 2020",0,-55
Algeria,DZA,"Feb 1, 2020",0,-54
Algeria,DZA,"Feb 2, 2020",0,-53
Algeria,DZA,"Feb 3, 2020",0,-52
Algeria,DZA,"Feb 4, 2020",0,-51
Algeria,DZA,"Feb 5, 2020",0,-50
Algeria,DZA,"Feb 6, 2020",0,-49
Algeria,DZA,"Feb 7, 2020",0,-48
Algeria,DZA,"Feb 8, 2020",0,-47
Algeria,DZA,"Feb 9, 2020",0,-46
Algeria,DZA,"Feb 10, 2020",0,-45
Algeria,DZA,"Feb 11, 2020",0,-44
Algeria,DZA,"Feb 12, 2020",0,-43
Algeria,DZA,"Feb 13, 2020",0,-42
Algeria,DZA,"Feb 14, 2020",0,-41
Algeria,DZA,"Feb 15, 2020",0,-40
Algeria,DZA,"Feb 16, 2020",0,-39
Algeria,DZA,"Feb 17, 2020",0,-38
Algeria,DZA,"Feb 18, 2020",0,-37
Algeria,DZA,"Feb 19, 2020",0,-36
Algeria,DZA,"Feb 20, 2020",0,-35
Algeria,DZA,"Feb 21, 2020",0,-34
Algeria,DZA,"Feb 22, 2020",0,-33
Algeria,DZA,"Feb 23, 2020",0,-32
Algeria,DZA,"Feb 24, 2020",0,-31
Algeria,DZA,"Feb 25, 2020",0,-30
Algeria,DZA,"Feb 26, 2020",0.14286,-29
Algeria,DZA,"Feb 27, 2020",0.14286,-28
Algeria,DZA,"Feb 28, 2020",0.14286,-27
Algeria,DZA,"Feb 29, 2020",0.14286,-26
Algeria,DZA,"Mar 1, 2020",0.42857,-25
Algeria,DZA,"Mar 2, 2020",0.42857,-24
Algeria,DZA,"Mar 3, 2020",0.5,-23
Algeria,DZA,"Mar 4, 2020",0.66667,-22
Algeria,DZA,"Mar 5, 2020",1.83333,-21
Algeria,DZA,"Mar 6, 2020",2.66667,-20
Algeria,DZA,"Mar 7, 2020",3.2,-19
Algeria,DZA,"Mar 8, 2020",3.5,-18
Algeria,DZA,"Mar 9, 2020",4.25,-17
Algeria,DZA,"Mar 10, 2020",4.25,-16
Algeria,DZA,"Mar 11, 2020",5,-15
Algeria,DZA,"Mar 12, 2020",2.66667,-14
Algeria,DZA,"Mar 13, 2020",2.66667,-13
Algeria,DZA,"Mar 14, 2020",2.25,-12
Algeria,DZA,"Mar 15, 2020",4,-11
Algeria,DZA,"Mar 16, 2020",5.6,-10
Algeria,DZA,"Mar 17, 2020",6.33333,-9
Algeria,DZA,"Mar 18, 2020",5.71429,-8
Algeria,DZA,"Mar 19, 2020",7.42857,-7
Algeria,DZA,"Mar 20, 2020",9.28571,-6
Algeria,DZA,"Mar 21, 2020",10.85714,-5
Algeria,DZA,"Mar 22, 2020",14.57143,-4
Algeria,DZA,"Mar 23, 2020",21.85714,-3
Algeria,DZA,"Mar 24, 2020",24.57143,-2
Algeria,DZA,"Mar 25, 2020",29.14286,-1
Algeria,DZA,"Mar 26, 2020",32.85714,0
Algeria,DZA,"Mar 27, 2020",39.57143,1
Algeria,DZA,"Mar 28, 2020",43.85714,2
Algeria,DZA,"Mar 29, 2020",45,3
Algeria,DZA,"Mar 30, 2020",44.28571,4
Algeria,DZA,"Mar 31, 2020",50.57143,5
Algeria,DZA,"Apr 1, 2020",64.57143,6
Algeria,DZA,"Apr 2, 2020",77.85714,7
Algeria,DZA,"Apr 3, 2020",88.42857,8
Algeria,DZA,"Apr 4, 2020",108.85714,9
Algeria,DZA,"Apr 5, 2020",113.85714,10
Algeria,DZA,"Apr 6, 2020",115.57143,11
Algeria,DZA,"Apr 7, 2020",119.85714,12
Algeria,DZA,"Apr 8, 2020",107.42857,13
Algeria,DZA,"Apr 9, 2020",103.57143,14
Algeria,DZA,"Apr 10, 2020",97.14286,15
Algeria,DZA,"Apr 11, 2020",84.28571,16
Algeria,DZA,"Apr 12, 2020",82,17
Algeria,DZA,"Apr 13, 2020",84.85714,18
Algeria,DZA,"Apr 14, 2020",80,19
Algeria,DZA,"Apr 15, 2020",86,20
Algeria,DZA,"Apr 16, 2020",84,21
Algeria,DZA,"Apr 17, 2020",86,22
Algeria,DZA,"Apr 18, 2020",93.85714,23
Algeria,DZA,"Apr 19, 2020",101.42857,24
Algeria,DZA,"Apr 20, 2020",102.14286,25
Algeria,DZA,"Apr 21, 2020",105,26
Algeria,DZA,"Apr 22, 2020",105.85714,27
Algeria,DZA,"Apr 23, 2020",107.14286,28
Algeria,DZA,"Apr 24, 2020",105.57143,29
Algeria,DZA,"Apr 25, 2020",101.28571,30
Algeria,DZA,"Apr 26, 2020",103,31
Algeria,DZA,"Apr 27, 2020",107.57143,32
Algeria,DZA,"Apr 28, 2020",114.14286,33
Algeria,DZA,"Apr 29, 2020",119.71429,34
Algeria,DZA,"Apr 30, 2020",134,35
Algeria,DZA,"May 1, 2020",142.71429,36
Algeria,DZA,"May 2, 2020",146.71429,37
